Id,Entity_1,Entity_2,Property
2405,魏国楚国大长公主,赵颜,sibling
2406,尹子维,胡燕妮,parent
2407,敦实亲王,宽朝,child
2408,丰国公,阮福佩训,child
2409,江宏杰,新竹市,birthPlace
2410,达德利·赫施巴赫,弗莱堡大学,workPlace
2411,邱冰,淄博,birthPlace
2412,松山基范,京都大学,workPlace
2413,杰弗里·霍尔,缅因大学,workPlace
2414,贾马尔·克劳福德,华盛顿,birthPlace
2415,图坦卡蒙,阿肯那顿,parent
2416,法兰·梅里达,巴塞罗那,birthPlace
2417,德川齐昭,松平喜徳,child
2418,尚典,尚祥子,spouse
2419,孝仪纯皇后,清高宗,spouse
2420,王永庆,王雪红,child
2421,罗歇·吉耶曼,贝勒医学院,workPlace
2422,襄乐公主,韦福奖,child
2423,春田正毅,首都大学东京,workPlace
2424,松平赖聪,松平赖亲,child
2425,欧华路,罗马,deathPlace
2426,后藤义一,静冈县,birthPlace
2427,汤古代,清太祖皇七女,sibling
2428,孙中山,孙科,child
2429,唐青仪,梁振英,spouse
2430,大卫·法兰科,纽约市,birthPlace
2431,野口裕司,茨城县,birthPlace
2432,井上荒野,东京都,birthPlace
2433,邱茂德,桃园县,birthPlace
2434,皮埃尔·德佩,佛罗里达大学,workPlace
2435,李察·寇蒂斯,新西兰威灵顿,birthPlace
2436,今西和男,广岛县,birthPlace
2437,约瑟夫·洛克,美国农业部,workPlace
2438,圣德太子,山背大兄王,child
2439,宙斯,赫尔墨斯,child
2440,阮福濶,阮福㫻,child
2441,方召麐,王淑英,parent
2442,林柱机,爱民顿,birthPlace
2443,川岛透,大坂府,birthPlace
2444,黄锷,国立中央大学,workPlace
2445,松平赖仪,松平赖显,child
2446,曾庆红,曾山,parent
2447,久保龙彦,日本,birthPlace
2448,倭铿,威玛共和国,deathPlace
2449,博义九世,罗马,deathPlace
2450,杜聪明,杜祖健,child
2451,郭暧,郭旰,sibling
2452,竹市雅俊,名古屋大学,workPlace
2453,教宗亚加一世,君士坦丁堡,deathPlace
2454,瓦西里·雅可夫列维奇·斯特鲁维,普尔科沃天文台,workPlace
2455,孙明明,巴彦县,birthPlace
2456,林正益,台湾,birthPlace
2457,邓肯一世,邓凯尔德的克里南,parent
2458,蓝琼缨,何猷龙,child
2459,黄文甫,温哥华,deathPlace
2460,卢沛宁,新泽西州,birthPlace
2461,南芳皇后,芳莲公主,child
2462,永田充,日本,birthPlace
2463,德川重好,德川家治,sibling
2464,雷文迪,香港,birthPlace
2465,马塞洛·博登,巴西,birthPlace
2466,增城公主,郑仁旻,spouse
2467,蒋黎丽,林大德,spouse
2468,赖慕布,清太祖皇五女,sibling
2469,法比奥·森比斯奥,圣保罗,birthPlace
2470,宝来真纪子,日本,birthPlace
2471,契丹小字,女真文,child
2472,居里奥·纳塔,因佩里亚,birthPlace
2473,周瑜,孙鲁班,child
2474,曾道玲,蒋国华,spouse
2475,仁孝文皇后,咸宁公主,child
2476,佐竹义宣,岩城贞隆,sibling
2477,江淹,南朝梁,deathPlace
2478,寒山,国清寺,workPlace
2479,佐野友昭,日本,birthPlace
2480,比尔·奈,波音,workPlace
2481,李·保耶,景宁镇,birthPlace
2482,大仲马,小仲马,child
2483,尤斯夫·穆罕默德,黎巴嫩,birthPlace
2484,纯元王后,朝鲜文祖,child
2485,马塞尔·施梅尔策,马德堡,birthPlace
2486,施云奴,巴西,birthPlace
2487,詹卢卡·赞布罗塔,科莫,birthPlace
2488,秦国鲁国大长公主,楚国公主,sibling
2489,辛岛啓珠,日本,birthPlace
2490,李帅,青岛,birthPlace
2491,大埜正雄,日本,birthPlace
2492,陈国治,香港,birthPlace
2493,仁孝文皇后,永平公主,child
2494,松永信夫,日本,birthPlace
2495,高国华,蔡郁璇,spouse
2496,永岛昭浩,日本,birthPlace
2497,克明亲王,宣子内亲王,sibling
2498,永岛昭浩,兵库县,birthPlace
2499,阿部正敏,阿部正乘,sibling
2500,佐佐木雅尚,日本,birthPlace
2501,永淳公主,岳怀王,sibling
2502,崔萝莲,韩国,birthPlace
2503,理查德·卡普,波士顿,birthPlace
2504,韩兰英,吴郡,birthPlace
2505,古贺琢磨,静冈县,birthPlace
2506,华福帝姬,金熙宗,spouse
2507,向元贞,尚育王,spouse
2508,敏达天皇,竹田皇子,child
2509,渡边由一,日本,birthPlace
2510,朱汝瑾,朱钦文,child
2511,苏洵,苏八娘,child
2512,莱安姆·维兰,德国,deathPlace
2513,论钦陵,吐谷浑,deathPlace
2514,默里·盖尔曼,芝加哥大学,workPlace
2515,周公旦,周文王,parent
2516,邓肯二世,因加·芬斯多特尔,parent
2517,锄柄昌宏,东京都,birthPlace
2518,若昂·德·巴罗斯,维塞乌,birthPlace
2519,亨利·爱德华·曼宁,玛莉·曼宁,parent
2520,拿斯·贺治,欧登塞,birthPlace
2521,历高,巴西,birthPlace
2522,徐顺妃,宣德帝,spouse
2523,穆姜,鲁宣公,spouse
2524,里卡多·斯蒂尔,巴耶杜帕尔,birthPlace
2525,武田信玄,龟御料人,sibling
2526,马田·希登,达恩斯,birthPlace
2527,丁捷,大连,birthPlace
2528,松景慎,松景连,sibling
2529,和政公主,唐代宗,sibling
2530,郭沫若,郭博,child
2531,西丽克·史密莎,自杀,deathPlace
2532,冷石·史蒂夫·奥斯汀,德州,birthPlace
2533,米本拓司,兵库县,birthPlace
2534,尹明灿,平壤,birthPlace
2535,纯元王后,福温公主,child
2536,塞勒涅,潘狄亚,child
2537,樱庭一树,日本,birthPlace
2538,何诺二世,教宗国,deathPlace
2539,罗马里奥,里约热内卢,birthPlace
2540,卡里斯·范·豪滕,荷兰,birthPlace
2541,蔡依伦,蔡陈娟娟,parent
2542,拿破仑一世,玛丽·路易莎,spouse
2543,阿部正武,松平正容,child
2544,马丁·费宁,捷克,birthPlace
2545,宋义,宋襄,child
2546,朱元璋,曹国公主,sibling
2547,得墨忒耳,珀耳塞福涅,child
2548,赤德祖赞,姜·墀尊,spouse
2549,尧仁法亲王,永助法亲王,sibling
2550,大久保贵广,日本,birthPlace
2551,斯宾塞·富勒顿·贝尔德,史密森学会,workPlace
2552,阿隆·莫科纳,约翰内斯堡,birthPlace
2553,河内公主,司马楚之,spouse
2554,风见周,静冈县,birthPlace
2555,乔治·博阿滕,加纳,birthPlace
2556,陶山,庭竹,spouse
2557,阮福暘,阮寿春,spouse
2558,韩燕鸣,天津,birthPlace
2559,塞米赫·森图尔克,土耳其,birthPlace
2560,黄菊,余慧文,spouse
2561,虞姬,项羽,spouse
2562,奕誴,寿臧和硕公主,sibling
2563,柳泽敦,日本,birthPlace
2564,于禁,于圭,child
2565,森保一,日本,birthPlace
2566,福田正博,横滨,birthPlace
2567,金东文,谷城郡,birthPlace
2568,笛真人,鹿児岛县,birthPlace
2569,天藤真,东京都,birthPlace
2570,诺森七世,教宗国,deathPlace
2571,班固,班昭,sibling
2572,德川宗尹,德川金次郎,child
2573,韩丽妃,朝鲜王朝,sibling
2574,邵华,毛岸青,spouse
2575,北畠具教,北畠具亲,sibling
2576,马尔科姆四世,瓦伦的阿达,parent
2577,阿巴泰,清太祖皇六女,sibling
2578,福井谦一,京都大学,workPlace
2579,陈文屏,中华民国天文学会,workPlace
2580,顾炎武,顾缵,sibling
2581,葛原亲王,藤原真子,spouse
2582,赵元僖,皇女,sibling
2583,朴哲镇,平壤,birthPlace
2584,隋东亮,大连,birthPlace
2585,马克·卡尔文,德克萨斯州,birthPlace
2586,赤德祖赞,南诏,spouse
2587,公启法亲王,室子女王,sibling
2588,庇护七世,罗马市,deathPlace
2589,推古天皇,竹田皇子,child
2590,穆萨·卡齐姆,贾法尔·萨迪克,parent
2591,维达尔·白兰士,佩兹纳斯,birthPlace
2592,宋任穷,北京市,deathPlace
2593,朝鲜仁祖,绫原大君,sibling
2594,谷口雅美,日本,birthPlace
2595,小松宫彰仁亲王,东京,deathPlace
2596,欧马·希,法国,birthPlace
2597,黄子俊,香港,birthPlace
2598,林柱机,加拿大,birthPlace
2599,崇源院,丰臣完子,child
2600,劳塔罗·阿科斯塔,阿根廷,birthPlace
2601,隆裕太后,静芳,sibling
2602,王硕,北京,birthPlace
2603,奥利弗·史密斯,威斯康辛大学麦迪逊分校,workPlace
2604,唐笑,王磊,spouse
2605,古岛清人,熊本县,birthPlace
2606,石毛秀树,日本,birthPlace
2607,罗兰·高蝶,巴黎,birthPlace
2608,约翰·林奇,苏珊·林奇,spouse
2609,卡迪苏克·塞纳芒,莫肯府,birthPlace
2610,大卫·包孔博,剑桥大学,workPlace
2611,莫里茨·福尔茨,西德,birthPlace
2612,马丁五世,罗马市,deathPlace
2613,朴主永,韩国,birthPlace
2614,埃里克·阿比达尔,法国,birthPlace
2615,江口伦司,兵库县,birthPlace
2616,小西隆佐,小西主殿介,child
2617,珊德拉·法贝尔,圣塔克鲁兹加利福尼亚大学,workPlace
2618,马高·柏达连奴,卢加诺,birthPlace
2619,博斯,绅威,sibling
2620,田边和彦,石川县,birthPlace
2621,公延法亲王,弥数宫,sibling
2622,公遵法亲王,周宫,sibling
2623,周神助,庄碧明,spouse
2624,谢婷婷,谢霆锋,parent
2625,楔形文字,古波斯楔形文字,child
2626,奥林匹亚丝,摩罗西亚,birthPlace
2627,板垣退助,土佐藩,birthPlace
2628,李回,唐朝,birthPlace
2629,金罗英,全州市,birthPlace
2630,崔威,北京,birthPlace
2631,赖慕布,清太祖皇八女,sibling
2632,所罗门,拔示巴,parent
2633,尤赛夫·夏因,开罗,deathPlace
2634,织田信秀,织田信清,child
2635,朱镕基,朱云来,child
2636,密姬,齐桓公,spouse
2637,篠岛秀雄,日本,birthPlace
2638,丁废帝,杨云娥,parent
2639,霍华德·马丁·特明,威斯康星大学麦迪逊分校,workPlace
2640,魏耀乾,佳里镇,birthPlace
2641,狄奥多西一世,米兰,deathPlace
2642,荀藩,曹魏,birthPlace
2643,谢家荣,吴镜侬,spouse
2644,摩西·门德尔松,德绍,birthPlace
2645,姚浩明,香港,birthPlace
2646,佐野达,静冈县,birthPlace
2647,毛岸青,毛新宇,child
2648,约翰·泰勒,朱丽亚·泰勒,spouse
2649,马默·比莱姆·迪乌夫,塞内加尔,birthPlace
2650,井出多米夫,日本,birthPlace
2651,吴兴涵,天津,birthPlace
2652,今川义元,今川氏豊,sibling
2653,司马孚,司马馗,sibling
2654,笛真人,日本,birthPlace
2655,蔡温,尚宽室,child
2656,藤原实方,藤原贞叙,child
2657,豪尔赫·路易斯·博尔赫斯,日内瓦,deathPlace
2658,奥古斯都,罗马帝国,deathPlace
2659,让·勒雷,巴黎大学,workPlace
2660,俞正声,俞启威,parent
2661,敬嬴,鲁文公,spouse
2662,玛丽亚·尼古拉耶芙娜,亚历山德拉·费奥多萝芙娜,parent
2663,松赞干布,芒妃墀江,spouse
2664,何如芸,王敏錡,spouse
2665,宙斯,雅典娜,child
2666,常高院,淀殿,sibling
2667,陆元方,唐朝,birthPlace
2668,弗雷德·彭特兰,英格兰,deathPlace
2669,劳尔·洛佩兹,巴塞隆拿省,birthPlace
2670,马鲁万·沙马赫,法国,birthPlace
2671,绵忻,绵恺,sibling
2672,冰冰,娇子,child
2673,文顿·瑟夫,史丹福大学,workPlace
2674,约阿希姆·勒夫,西德,birthPlace
2675,少卫姬,齐惠公,child
2676,维尔科·契尔文科夫,索菲亚,deathPlace
2677,法兰索瓦·奥桑,巴黎,birthPlace
2678,赵本山,赵一楠,child
2679,巴特·包克,哈佛大学,workPlace
2680,谢鹏飞,中国,birthPlace
2681,周延鑫,中央研究院,workPlace
2682,杜聪明,杜淑纯,child
2683,野水克己,大坂,birthPlace
2684,方召麐,方寿颐,parent
2685,苏翔翊,基隆市,birthPlace
2686,尤根·波兰斯基,波兰,birthPlace
2687,杨明阳,瑞士,birthPlace
2688,玄珍公主,占城,spouse
2689,咸宜公主,崔嵩,spouse
2690,上田忠彦,日本,birthPlace
2691,爱德华·亚瑟·米尔恩,曼彻斯特大学,workPlace
2692,许德勳,唐朝,birthPlace
2693,奚志康,上海,birthPlace
2694,丸山真男,东京大学,workPlace
2695,吴敏贤,台湾,birthPlace
2696,谢臣·费南迪斯,培亚,birthPlace
2697,敦肃皇贵妃,年法尧,sibling
2698,洪正好,韩国,birthPlace
2699,冯贤妃,宋仁宗,spouse
2700,法比奥,巴西,birthPlace
2701,鲁斯图·雷茨贝尔,土耳其,birthPlace
2702,托勒密十世,克利奥帕特拉三世,parent
2703,若林竹雄,日本,birthPlace
2704,穆萨·库萨,班加西,birthPlace
2705,司马孚,司马敏,sibling
2706,金口望,京都府,birthPlace
2707,李明俊,平壤,birthPlace
2708,贾法尔·萨迪克,麦地那,birthPlace
2709,董璇,高云翔,spouse
2710,江藤淳,东京,birthPlace
2711,李哲民,朝鲜,birthPlace
2712,耶律撒葛只,萧末,spouse
2713,细so,陈颖楠,spouse
2714,艾蕾诺尔·冯·哈布斯堡,法兰西丝卡·提森·博内米萨,parent
2715,濑川诚,日本,birthPlace
2716,赵国庄懿公主,田绪,spouse
2717,石井正忠,日本,birthPlace
2718,阿部正敏,阿部正识,child
2719,赖慕布,莽古济,sibling
2720,林彪,叶群,spouse
2721,浅井长政,浅井茶茶,child
2722,约翰·罗比逊,爱丁堡大学,workPlace
2723,建福帝,裴氏清,parent
2724,马丁·查尔菲,哥伦比亚大学,workPlace
2725,乔克·斯泰恩,加的夫,deathPlace
2726,上村健一,日本,birthPlace
2727,谢长廷,谢维洲,child
2728,赵元僖,雍国大长公主,sibling
2729,汤马士·苏连逊,丹麦,birthPlace
2730,法比奥·卡纳瓦罗,那不勒斯,birthPlace
2731,松永一庆,日本,birthPlace
2732,滕海滨,北京,birthPlace
2733,乔治·加德纳,康提,deathPlace
2734,约翰·多恩,伦敦,birthPlace
2735,冈本久敬,日本,birthPlace
2736,清野智秋,日本,birthPlace
2737,诗丽吉王后,檬隆波·吉滴耶功,parent
2738,流亡者爱德华,艾尔基丝,parent
2739,泽田谦太郎,日本,birthPlace
2740,圣地亚哥·席尔瓦,蒙得维的亚,birthPlace
2741,曹驩,上海,birthPlace
2742,卓琳,邓小平,spouse
2743,朝鲜正祖,清衍公主,sibling
2744,周信芳,周采萍,child
2745,北条幻庵,北条氏时,sibling
2746,元莒犁,元子攸,sibling
2747,大卫·威尔金森,普林斯顿大学,workPlace
2748,谢尔盖·尼古拉耶维奇·维诺格拉茨基,斯特拉斯堡大学,workPlace
2749,吕蒙,吕琮,sibling
2750,后藤文夫,日本,deathPlace
2751,摩顿·奥臣,丹麦,birthPlace
2752,秦慧珠,魏约翰,spouse
2753,洪天照,洪天明,sibling
2754,摩诃贵来,占婆,deathPlace
2755,镜贵也,东京都,birthPlace
2756,郭暧,郭曙,sibling
2757,梁乙真,梁君楣,child
2758,浅井万福丸,浅井茶茶,sibling
2759,孝恭仁皇后,固伦温宪公主,child
2760,何诺二世,卡萨尔菲乌马内塞,birthPlace
2761,韩金铭,天津市,birthPlace
2762,路德维希·蒙德,卡塞尔,birthPlace
2763,金雪松,金正日,parent
2764,利根川进,索尔克研究所,workPlace
2765,本田朋子,五十岚圭,spouse
2766,黄暐瀚,温淑梅,spouse
2767,马莫杜·施斯,几内亚,birthPlace
2768,奥斯卡·克莱因,哥本哈根大学,workPlace
2769,蒂莫·希尔德布兰,沃尔姆斯,birthPlace
2770,萨奇·桑德斯,纽约,birthPlace
2771,陈少帝,胡圣偶,parent
2772,约克的伊丽莎白,伊丽莎白·伍德维尔,parent
2773,耶律八哥,耶律擘失,sibling
2774,克雷芒十一世,教宗国,deathPlace
2775,阿佛洛狄忒,狄俄涅,parent
2776,仲哀天皇,忍熊皇子,child
2777,奈尔·德葛拉司·泰森,行星学会,workPlace
2778,菅野裕二,爱知县,birthPlace
2779,第二代亨廷顿伯爵夫人莫德,伦斯的朱迪斯,parent
2780,塞尔日·阿罗什,摩洛哥,birthPlace
2781,积臣,丹佛,birthPlace
2782,邝健雄,新加坡,birthPlace
2783,顾城,谢烨,spouse
2784,赵希洛,梁小玲,parent
2785,林以文,林瑞祥,child
2786,肖建佳,广东省,birthPlace
2787,木村美里,日本,birthPlace
2788,安德鲁·法厄,史丹佛大学,workPlace
2789,小林悟,群马县,birthPlace
2790,冈本隆吾,日本,birthPlace
2791,朴重一,朝鲜,birthPlace
2792,野田知,日本,birthPlace
2793,米哈伊尔·塔尔,俄罗斯,deathPlace
2794,佐野洋,东京都,birthPlace
2795,热振寺,桑旦林寺,child
2796,荣井健太郎,福冈县,birthPlace
2797,内野正雄,日本,birthPlace
2798,穆罕默德·沙,莫卧儿帝国,deathPlace
2799,坪井庆介,日本,birthPlace
2800,溥仪,溥杰,sibling
2801,穆斯塔法·阿布·沙古尔,的黎波里,birthPlace
2802,秦怡,金焰,spouse
2803,李太枫,国立台湾大学,workPlace
2804,山田泰宽,日本,birthPlace
2805,比尔·盖茨,玛丽·盖茨,parent
2806,肖恩·多诺万,纽约州,birthPlace
2807,松下直树,日本,birthPlace
2808,唐如韫,丁衣,spouse
2809,弗兰德的玛蒂尔达,阿黛勒,parent
2810,耶律八哥,耶律十哥,sibling
2811,雷蒙德·约翰斯二世,新泽西州,birthPlace
2812,洪佳君,黄志雄,spouse
2813,弗兰科·帕西尼,阿切特里天文台,workPlace
2814,佐真奴,里约热内卢,birthPlace
2815,罗伯特·鲁宾逊,伦敦大学,workPlace
2816,高襄嫔,康熙帝,spouse
2817,大石隆夫,静冈县,birthPlace
2818,积斯汀·贺迪,伦敦,birthPlace
2819,松平赖聪,松平胖,child
2820,豪尔赫·布鲁查加,阿根廷,birthPlace
2821,珊德拉·法贝尔,利克天文台,workPlace
2822,越后和男,日本,birthPlace
2823,李·马荣,纽约州,birthPlace
2824,曹宰榛,韩国,birthPlace
2825,中尾幸太郎,长崎县,birthPlace
2826,高师直,高师夏,child
2827,清太祖皇六女,巴布海,sibling
2828,罗伯特·威廉·本生,海德堡大学,workPlace
2829,雷内·里卡德,纽约城,deathPlace
2830,鲍耶·亚诺什,克卢日·纳波卡,birthPlace
2831,阮福静和,阮福贞慎,sibling
2832,周毅,上海,birthPlace
2833,高田哲也,广岛县,birthPlace
2834,典韦,典满,child
2835,孝敬宪皇后,雍正帝,spouse
2836,郑柞,郑榩,child
2837,古川昌明,日本,birthPlace
2838,藤井贵,爱知县,birthPlace
2839,孝德天皇,小足媛,child
2840,江晓晨,上海,birthPlace
2841,焦姣,曾江,spouse
2842,申勇南,朝鲜,birthPlace
2843,圣若翰·喇沙,兰斯,birthPlace
2844,陆绩,陆叡,child
2845,邓华,上海市,deathPlace
2846,詹福瑞,河北省,birthPlace
2847,何其芳,北京,deathPlace
2848,赫德维赫斯·马杜罗,荷兰,birthPlace
2849,莫茂洽,莫宣宗,parent
2850,阿佛洛狄忒,厄里倪厄斯,sibling
2851,茂庭照幸,日本,birthPlace
2852,敦肃皇贵妃,福惠,child
2853,曹昂,曹丕,sibling
2854,藤原忠平,藤原贵子,child
2855,王坦之,王恺,child
2856,睦美美里,东京都,birthPlace
2857,蓬莱公主,朱翊釴,sibling
2858,兆惠,顺天府,deathPlace
2859,徐志摩,徐德生,child
2860,本田将也,日本,birthPlace
2861,真仁法亲王,弥数宫,sibling
2862,莱昂哈德·欧拉,俄罗斯科学院,workPlace
2863,大林素子,日本,birthPlace
2864,向栢窓,尚质王,spouse
2865,邓兆尊,邓永祥,parent
2866,内山笃,日本,birthPlace
2867,固伦温庄长公主,额哲,spouse
2868,雷蒙·科帕,法国,birthPlace
2869,孟尝君,田齐,birthPlace
2870,松里英明,京都府,birthPlace
2871,陆抗,陆逊,parent
2872,吴岱融,锺淑慧,spouse
2873,商汤,主癸,parent
2874,莫太宗,阮氏玉璇,parent
2875,李晓,上海,birthPlace
2876,木村敦志,日本,birthPlace
2877,麦克·詹姆斯,纽约州,birthPlace
2878,丘福,蒙古,deathPlace
2879,永田充,静冈县,birthPlace
2880,泽入重雄,日本,birthPlace
2881,尚顺,尚诚,child
2882,福庆长公主,郭威,sibling
2883,唐孝威,中国,birthPlace
2884,威廉·雅各·鲁坦,利克天文台,workPlace
2885,杰瑞·布朗,旧金山,birthPlace
2886,亚兰字母,纳巴泰字母,child
2887,赫尔曼·卡尔·沃格尔,波茨坦天文物理研究所,workPlace
2888,郑贵妃,朱常治,child
2889,板垣退助,东京市,deathPlace
2890,高山洋平,山梨县,birthPlace
2891,莱昂纳多·阿劳若,巴西,birthPlace
2892,美智子,正田修,sibling
2893,穆罕默德·卡隆,凯内马,birthPlace
2894,埃莱·西索科,布卢瓦,birthPlace
2895,松平赖胤,松平赖显,sibling
2896,松田重次郎,松田恒次,child
2897,李裹儿,长宁公主,sibling
